fecha_ho_1,fecha_no,latitud,longitud,geometry
2022-06-14,2019-12-31,6.27402604000002,-75.635283749,POINT (-75.635283749 6.27402604000002)
2023-10-31,2018-09-15,6.23740969200003,-75.535200493,POINT (-75.535200493 6.23740969200003)
2022-06-15,2018-05-22,6.297154533362732,-75.54397005832445,POINT (-75.54397005832445 6.297154533362732)
2023-10-30,2021-10-18,6.2939453841633775,-75.53644107105977,POINT (-75.53644107105977 6.293945384163377)
2022-06-14,2016-02-02,6.273447190999998,-75.597980939,POINT (-75.597980939 6.273447191)
2021-08-15,2023-01-09,6.2816621,-75.6018947,POINT (-75.6018947 6.2816621)
2022-08-15,2019-12-29,6.23398474499999,-75.534866253,POINT (-75.534866253 6.233984745)
2022-03-06,2018-06-19,6.26983982500002,-75.629186534,POINT (-75.629186534 6.26983982500002)
2022-08-05,2024-08-29,6.274665335000009,-75.540748477,POINT (-75.540748477 6.274665335)
2021-08-20,2024-11-25,6.240431742000001,-75.539608984,POINT (-75.539608984 6.240431742)
2022-06-15,2020-09-25,6.295390473,-75.550477861,POINT (-75.550477861 6.295390473)
2022-06-15,2016-05-28,6.271589745000029,-75.599165282,POINT (-75.599165282 6.271589745000029)
2020-11-18,2019-12-25,6.248565921000021,-75.538537879,POINT (-75.538537879 6.248565921000021)
2021-03-24,2022-03-05,6.203731998000021,-75.605309563,POINT (-75.605309563 6.203731998000021)
2022-04-17,2020-10-26,6.272579625528569,-75.6141720557954,POINT (-75.6141720557954 6.272579625528569)
2023-09-11,2020-07-26,6.274554732169284,-75.6207946356946,POINT (-75.6207946356946 6.274554732169284)
2022-07-13,2024-01-25,6.269608101361319,-75.61363262368289,POINT (-75.61363262368289 6.269608101361319)
2022-11-23,2023-07-16,6.22000518700003,-75.635716665,POINT (-75.635716665 6.22000518700003)
2022-06-17,2020-11-05,6.297288594000008,-75.544566779,POINT (-75.544566779 6.297288594)
2021-06-20,2016-04-28,6.23524717200002,-75.540074587,POINT (-75.540074587 6.23524717200002)
2022-06-18,2016-11-01,6.265013915795492,-75.634921176243,POINT (-75.634921176243 6.265013915795492)
2022-11-23,2017-10-02,6.231080436048517,-75.53382772571257,POINT (-75.53382772571257 6.231080436048517)
2021-08-28,2021-05-11,6.27129626999999,-75.598822107,POINT (-75.598822107 6.27129627)
2021-11-13,2019-05-19,6.264529,-75.612807,POINT (-75.612807 6.264529)
2021-07-24,2017-12-13,6.232673578999989,-75.536443536,POINT (-75.536443536 6.232673578999989)
2021-11-30,2024-06-06,6.270085790999991,-75.541565246,POINT (-75.541565246 6.270085791)
2021-12-01,2018-01-06,6.282215598999981,-75.538068534,POINT (-75.538068534 6.282215598999981)
2021-02-19,2024-01-15,6.2286167,-75.5283978,POINT (-75.5283978 6.2286167)
2023-06-10,2024-11-14,6.174025472819742,-75.65447909890257,POINT (-75.65447909890257 6.174025472819742)
2023-05-24,2017-03-10,6.27240155800001,-75.542008277,POINT (-75.542008277 6.27240155800001)
