,id,fecha_hora,nombre_del,entidad,cargo,fecha_ho_1,incertidum,latitud,longitud,incertid_1,tipo_movim,origen,municipio,corregimie,vereda_bar,sector,direccion,muertes,heridos,desapareci,otras_afec,fuente,observacio,validado,DEM_mean,slope_mean,aspect_mean,nhd_mean,geo,cober,pre_anual,fecha,mes,pre_mensual
394,656,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/07 03:00:00.000,Baja,6.330282,-75.696183,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 50 San Sebastián de Palmitas,La Frisola,,,0.0,0.0,,,DAGRD,,1,1788.6966646634614,38.81933124248798,27.501673771784855,0.7076410146859976,2.0,5.0,1774.0905,2022-04-07 03:00:00,4,179.28722
395,657,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/04 23:00:00.000,Baja,6.22423439627319,-75.67210410316135,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,El Astillero,,Carrera 90 A # 11 - 995,0.0,0.0,,,DAGRD,,1,2125.3528645833335,24.374664306640625,223.4444376627604,0.15630945563316345,5.0,1.0,2009.2482,2022-05-04 23:00:00,5,261.33524
396,658,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/07 03:00:00.000,Baja,6.35791,-75.696018,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 50 San Sebastián de Palmitas,Potrera Miserenga,,Calle 185 # 197 - 72,0.0,0.0,,,DAGRD,,1,1858.7183948863637,20.08020713112571,333.9039861505682,0.9644356640902433,2.0,8.0,1630.5826,2022-04-07 03:00:00,4,165.20863
397,659,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/05 22:30:00.000,Baja,6.191189573829904,-75.6629666589807,Media,Flujo,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,Potrerito,,Calle 37 Sur # 85 - 78 Interior 0109 De referencia,0.0,0.0,,,DAGRD,,1,1911.858309659091,25.34636064009233,172.7627618963068,0.7745338786732067,14.0,8.0,2044.8639,2022-05-05 22:30:00,5,274.5251
398,660,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/07 05:00:00.000,Baja,6.30365726899998,-75.544288733,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Popular,,Calle 125 C # 42 B - 127,0.0,0.0,,,DAGRD,,1,1633.867466517857,25.411629813058035,35.97685023716518,0.3091921806335449,11.0,7.0,1744.9886,2022-05-07 05:00:00,5,201.62291
399,661,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/07 16:00:00.000,Baja,6.23174705000002,-75.562826023,Media,Deslizamiento,Lluvia,Medellín,Comuna 9 Buenos Aires,Asomadera No.1,,Calle 34 # 34 C - 41 Interior 1460 Nivel 1,0.0,1.0,,,DAGRD,,1,1613.7668678977273,29.65574229847301,294.32100053267044,0.5979413119229403,9.0,7.0,1968.7611,2022-05-07 16:00:00,5,221.57657
400,662,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/07 17:00:00.000,Baja,6.23044051599999,-75.567961074,Media,Deslizamiento,Lluvia,Medellín,Comuna 10 La Candelaria,San Diego,,Carrera 42 A # 30 - 8 Apartamento 119,0.0,0.0,,,DAGRD,,1,1488.2190504807693,6.028708824744592,280.97156700721155,0.06104796666365404,15.0,8.0,1968.7611,2022-05-07 17:00:00,5,221.57657
401,663,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/07 15:30:00.000,Baja,6.22914366956255,-75.56016663776137,Media,Deslizamiento,Lluvia,Medellín,Comuna 9 Buenos Aires,Loreto,,Calle 31 # 30 - 48,0.0,0.0,,,DAGRD,,1,1693.3497721354167,27.542124430338543,225.94024658203125,0.29343541463216144,9.0,7.0,1968.7611,2022-05-07 15:30:00,5,221.57657
402,664,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/09 06:45:00.000,Baja,6.253001061026806,-75.5478804459137,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,La Ladera,,Carrera 34 # 65 - 02,0.0,0.0,,,DAGRD,,1,1652.73046875,10.312366192157452,187.6846642127404,0.07069967801754291,13.0,8.0,1850.9341,2022-05-09 06:45:00,5,223.04109
403,665,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/07 16:00:00.000,Baja,6.229692242660544,-75.56668235255707,Media,Deslizamiento,Lluvia,Medellín,Comuna 10 La Candelaria,San Diego,,Carrera 38 # 26 - 491,0.0,0.0,,,DAGRD,,1,1531.212139423077,22.16565410907452,276.6325120192308,0.2762048061077411,9.0,8.0,1968.7611,2022-05-07 16:00:00,5,221.57657
